filename,page_count,char_count,extraction_method
Feb262007_01B2203,1,1155,text
Feb282008_01B2203,14,38830,text
Feb282011_01B2203,20,53966,text
Feb282011_02B2203,5,12094,text
Feb292008_01B2203,13,38116,text
Feb292012_01B2203,12,34556,text
JAN022014_01B2203,8,23263,text
JAN022019_01B2203,7,20144,text
JAN022019_02B2203,13,35516,text
JAN022019_03B2203,6,16118,text
JAN022025_01B2203,2,5748,text
JAN022025_02B2203,2,5676,text
JAN032019_01B2203,7,19805,text
JAN032023_01B2203,6,18399,text
JAN032023_02B2203,5,15933,text
JAN032023_03B2203,6,18802,text
JAN032024_01B2203,2,3549,text
JAN032025_01B2203,4,9703,text
JAN042005_02B2203,6,16462,text
JAN042005_03B2203,7,20626,text
JAN042005_10B2203,1,1012,text
JAN042005_11B2203,6,16462,text
JAN042005_12B2203,7,20626,text
JAN042016_01B2203,8,21316,text
JAN042023_01B2203,1,1595,text
JAN042024_01B2203,6,16788,text
JAN052017_01B2203,7,19078,text
JAN052022_01B2203,7,21646,text
JAN052023_01B2203,6,21082,text
JAN062006_01B2203,2,2084,text
JAN062006_03B2203,2,2084,text
JAN062006_04B2203,7,20929,text
JAN062006_05B2203,8,22839,text
JAN062006_06B2203,6,17189,text
JAN062006_07B2203,8,21071,text
JAN062015_01B2203,10,30458,text
JAN062015_02B2203,17,51710,text
JAN062015_03B2203,14,41691,text
JAN062020_01B2203,7,21436,text
JAN062020_02B2203,7,20729,text
JAN072013_01B2203,3,6021,text
JAN072020_01B2203,8,25399,text
JAN072020_02B2203,4,11595,text
JAN072020_03B2203,4,11105,text
JAN072025_01B2203,8,23492,text
JAN082016_01B2203,8,24531,text
JAN082019_01B2203,6,17276,text
JAN082020_01B2203,4,11146,text
JAN082020_02B2203,8,26031,text
JAN082025_01B2203,4,12879,text
JAN082025_02B2203,5,16880,text
JAN082025_03B2203,8,24327,text
JAN082025_04B2203,6,16642,text
JAN092013_01B2203,17,50463,text
JAN092013_02B2203,16,43506,text
JAN092014_01B2203,24,76368,text
JAN092015_01B2203,13,38043,text
JAN092015_02B2203,15,45022,text
JAN092019_01B2203,9,26320,text
JAN092020_01B2203,8,25785,text
JAN092020_02B2203,4,11266,text
JAN092020_03B2203,11,35418,text
JAN102006_04B2203,2,2781,text
JAN102006_05B2203,2,2482,text
JAN102006_06B2203,8,25145,text
JAN102023_01B2203,5,13201,text
JAN102023_02B2203,8,25078,text
JAN102023_03B2203,3,9020,text
JAN102023_04B2203,6,17388,text
JAN102024_01B2203,8,24954,text
JAN102025_01B2203,3,9725,text
JAN102025_02B2203,1,2342,text
JAN102025_03B2203,5,13479,text
JAN102025_04B2203,8,24277,text
JAN102025_05B2203,2,4279,text
JAN112006_01B2203,2,2075,text
JAN112006_02B2203,5,12765,text
JAN112006_06B2203,9,29811,text
JAN112006_07B2203,6,16451,text
JAN112006_08B2203,2,2075,text
JAN112006_09B2203,2,1990,text
JAN112006_10B2203,5,12765,text
JAN112013_01B2203,16,49682,text
JAN112013_02B2203,16,49280,text
JAN112013_03B2203,4,8416,text
JAN112018_01B2203,7,18516,text
JAN112023_01B2203,3,7449,text
JAN112023_02B2203,2,5716,text
JAN122015_01B2203,10,31905,text
JAN122015_02B2203,12,38898,text
JAN122015_03B2203,6,15803,text
JAN122017_01B2203,3,8475,text
JAN122023_01B2203,6,17190,text
JAN122023_02B2203,4,11875,text
JAN132014_01B2203,6,15727,text
JAN142013_01B2203,11,30929,text
JAN142016_01B2203,8,21175,text
JAN142020_01B2203,11,36826,text
JAN142020_02B2203,7,22747,text
JAN142020_03B2203,7,24228,text
JAN142020_04B2203,2,5196,text
JAN142025_01B2203,5,10755,text
JAN142025_02B2203,7,21218,text
JAN152014_01B2203,11,31731,text
JAN152020_01B2203,3,7266,text
JAN152025_01B2203,3,9556,text
JAN152025_02B2203,6,19291,text
JAN162020_01B2203,2,6326,text
JAN162020_02B2203,5,15873,text
JAN162020_03B2203,6,18071,text
JAN162020_04B2203,5,13517,text
JAN162020_05B2203,7,19265,text
JAN162024_01B2203,2,5875,text
JAN162025_01B2203,3,8868,text
JAN162025_02B2203,7,19558,text
JAN162025_03B2203,5,13330,text
JAN172006_01B2203,6,15486,text
JAN172006_02B2203,7,18037,text
JAN172006_03B2203,7,18002,text
JAN172006_04B2203,6,15486,text
JAN172013_01B2203,3,5621,text
JAN172018_01B2203,8,22561,text
JAN172019_01B2203,8,23240,text
JAN172020_01B2203,5,15506,text
JAN172024_01B2203,4,13657,text
JAN182005_01B2203,9,26171,text
JAN182005_03B2203,9,26171,text
JAN182017_01B2203,8,19894,text
JAN182019_01B2203,6,16302,text
JAN182019_02B2203,5,13392,text
JAN182019_03B2203,6,15961,text
JAN182019_04B2203,7,19712,text
JAN182023_01B2203,5,13610,text
JAN182024_01B2203,8,24598,text
JAN182024_02B2203,7,23417,text
JAN192006_01B2203,14,45163,text
JAN192006_02B2203,14,45163,text
JAN192016_01B2203,6,16299,text
JAN192018_01B2203,7,20016,text
JAN192018_02B2203,10,28310,text
JAN192022_01B2203,7,22322,text
JAN192023_01B2203,4,9877,text
JAN192023_02B2203,8,23173,text
JAN202006_01B2203,8,25229,text
JAN202006_02B2203,6,15243,text
JAN202006_03B2203,8,25229,text
JAN202006_04B2203,6,15243,text
JAN202015_01B2203,13,40538,text
JAN212020_01B2203,3,7141,text
JAN212022_01B2203,7,21724,text
JAN222013_01B2203,4,11220,text
JAN222013_02B2203,14,43374,text
JAN222018_01B2203,1,2236,text
JAN222018_02B2203,1,1547,text
JAN222020_01B2203,10,35171,text
JAN222020_02B2203,9,29794,text
JAN222020_03B2203,4,11675,text
JAN232013_01B2203,6,16163,text
JAN232013_02B2203,16,51807,text
JAN232015_01B2203,11,31424,text
JAN232017_01B2203,6,15108,text
JAN232020_01B2203,4,10890,text
JAN232023_01B2203,1,2841,text
JAN232023_02B2203,4,10127,text
JAN232024_01B2203,3,8579,text
JAN232024_02B2203,6,15997,text
JAN242018_01B2203,6,15496,text
JAN242018_02B2203,6,14971,text
JAN242018_03B2203,4,11206,text
JAN242018_04B2203,7,18001,text
JAN242020_01B2203,7,20436,text
JAN242020_02B2203,6,18098,text
JAN242022_01B2203,6,18142,text
JAN242022_02B2203,13,42837,text
JAN252013_01B2203,3,6114,text
JAN252013_02B2203,3,8377,text
JAN252013_03B2203,4,10042,text
JAN252013_04B2203,9,24148,text
JAN252014_01B2203,17,54066,text
JAN252017_01B2203,7,20670,text
JAN252018_01B2203,6,14572,text
JAN252018_02B2203,6,17300,text
JAN252018_03B2203,6,15773,text
JAN252018_04B2203,4,10548,text
JAN252019_01B2203,11,34545,text
JAN252023_01B2203,6,19777,text
JAN262005_01B2203,7,20079,text
JAN262005_03B2203,7,20079,text
JAN262015_01B2203,8,24327,text
JAN262015_02B2203,4,9811,text
JAN262015_03B2203,17,50144,text
JAN262018_01B2203,5,12550,text
JAN262018_02B2203,8,21419,text
JAN262023_01B2203,10,32838,text
JAN272017_01B2203,4,9641,text
JAN272020_01B2203,6,19753,text
JAN282014_01B2203,12,37699,text
JAN282015_01B2203,4,9580,text
JAN282016_01B2203,8,23535,text
JAN282016_02B2203,6,15808,text
JAN282019_01B2203,3,7519,text
JAN282020_01B2203,4,11271,text
JAN282020_02B2203,7,20470,text
JAN282020_03B2203,10,30615,text
JAN282020_04B2203,4,12364,text
JAN282020_05B2203,6,15540,text
JAN282022_01B2203,2,3828,text
JAN292018_01B2203,5,14015,text
JAN292020_01B2203,11,40613,text
JAN292020_02B2203,5,16068,text
JAN292021_01B2203,4,11792,text
JAN292021_02B2203,5,13527,text
JAN292021_03B2203,5,13661,text
JAN292021_04B2203,6,19902,text
JAN292021_05B2203,6,15428,text
JAN292021_06B2203,6,16877,text
JAN292021_07B2203,7,22263,text
JAN292021_08B2203,7,22808,text
JAN292021_09B2203,7,23552,text
JAN292021_10B2203,7,22968,text
JAN292021_11B2203,8,28235,text
JAN292021_12B2203,9,31878,text
JAN292021_13B2203,10,34547,text
JAN292021_14B2203,10,32246,text
JAN292024_01B2203,5,15462,text
JAN302013_01B2203,19,56948,text
JAN302017_01B2203,5,13758,text
JAN302018_01B2203,8,23581,text
JAN302019_01B2203,6,17293,text
JAN302019_02B2203,4,9776,text
JAN302020_01B2203,6,15290,text
JAN312005_01B2203,2,3651,text
JAN312005_02B2203,2,2370,text
JAN312005_05B2203,2,3651,text
JAN312005_06B2203,2,2370,text
JAN312013_01B2203,11,34357,text
JAN312013_02B2203,17,50475,text
JAN312023_01B2203,6,17513,text
JAN312024_01B2203,7,20808,text
JUL012016_01B2203,2,2747,text
JUL012021_01B2203,14,46447,text
JUL012024_01B2203,4,12672,text
JUL022019_01B2203,6,17353,text
JUL022019_02B2203,7,20340,text
JUL022019_03B2203,3,7701,text
JUL022019_04B2203,6,18155,text
JUL022019_05B2203,11,34099,text
JUL022020_01B2203,8,26177,text
JUL022020_02B2203,10,32055,text
JUL022021_01B2203,5,15645,text
JUL022024_01B2203,2,5254,text
JUL022024_02B2203,2,5078,text
JUL022024_03B2203,10,32298,text
JUL032014_01B2203,18,55672,text
JUL032014_02B2203,15,45148,text
JUL032024_01B2203,5,17396,text
JUL032024_02B2203,3,9237,text
JUL032024_03B2203,2,3932,text
JUL032024_04B2203,3,8106,text
JUL052005_01B2203,3,5910,text
JUL052005_02B2203,7,18526,text
JUL052005_03B2203,8,22603,text
JUL052005_04B2203,2,4260,text
JUL052005_05B2203,2,2492,text
JUL052005_11B2203,3,5910,text
JUL052005_12B2203,7,18526,text
JUL052005_13B2203,8,22603,text
JUL052005_14B2203,2,4261,text
JUL052005_15B2203,2,2492,text
JUL052018_01B2203,6,15279,text
JUL052018_02B2203,5,12103,text
JUL052018_03B2203,5,13879,text
JUL052024_01B2203,6,17865,text
JUL052024_02B2203,4,12601,text
JUL052024_03B2203,5,15493,text
JUL062016_01B2203,6,14672,text
JUL062020_01B2203,7,23298,text
JUL072021_01B2203,6,18595,text
JUL072022_01B2203,6,18498,text
JUL082021_01B2203,9,28200,text
JUL082021_02B2203,9,29833,text
JUL082024_01B2203,4,8563,text
JUL092018_01B2203,4,11652,text
JUL092019_01B2203,6,17941,text
JUL092021_01B2203,2,5064,text
JUL092021_02B2203,4,11817,text
JUL092024_01B2203,3,9061,text
JUL092024_02B2203,8,24610,text
JUL102013_01B2203,9,27640,text
JUL102013_02B2203,11,32348,text
JUL102018_01B2203,6,15700,text
JUL102019_01B2203,8,25803,text
JUL102023_01B2203,3,8498,text
JUL102024_01B2203,7,23104,text
JUL102024_02B2203,4,10680,text
JUL102024_03B2203,7,21989,text
JUL102024_04B2203,9,26117,text
JUL112017_01B2203,6,17800,text
JUL112017_02B2203,4,9788,text
JUL112018_01B2203,4,11509,text
JUL112018_02B2203,5,13880,text
JUL112022_01B2203,7,21282,text
JUL112024_01B2203,3,9262,text
JUL112024_02B2203,7,21326,text
JUL112024_03B2203,4,11303,text
JUL122005_01B2203,10,28646,text
JUL122005_02B2203,5,12966,text
JUL122005_05B2203,10,28646,text
JUL122005_06B2203,5,12966,text
JUL122017_01B2203,6,14265,text
JUL122017_02B2203,6,16852,text
JUL122017_03B2203,6,15235,text
JUL122023_01B2203,2,3200,text
JUL122023_02B2203,6,17318,text
JUL122024_01B2203,7,20763,text
JUL122024_02B2203,3,6846,text
JUL132005_01B2203,8,21939,text
JUL132005_02B2203,9,25891,text
JUL132005_03B2203,3,5493,text
JUL132005_07B2203,8,21939,text
JUL132005_08B2203,9,25891,text
JUL132005_09B2203,3,5493,text
JUL132015_01B2203,3,6921,text
JUL132017_01B2203,7,17639,text
JUL142014_01B2203,10,29896,text
JUL142014_02B2203,9,27251,text
JUL142014_03B2203,15,46582,text
JUL142015_01B2203,12,37272,text
JUL142017_01B2203,6,15901,text
JUL142020_01B2203,7,23076,text
JUL142020_02B2203,8,24949,text
JUL142021_01B2203,5,12183,text
JUL142021_02B2203,5,14991,text
JUL142021_03B2203,6,21216,text
JUL152005_01B2203,9,31975,text
JUL152005_02B2203,10,36136,text
JUL152005_03B2203,8,27817,text
JUL152005_07B2203,9,31975,text
JUL152005_08B2203,10,36136,text
JUL152005_09B2203,8,27817,text
JUL152013_01B2203,4,9376,text
JUL152013_02B2203,17,50380,text
JUL152013_03B2203,10,29754,text
JUL152015_01B2203,14,41702,text
JUL152016_01B2203,6,16510,text
JUL152016_02B2203,3,8340,text
JUL152021_01B2203,4,10485,text
JUL152021_02B2203,6,17046,text
JUL152021_03B2203,6,16385,text
JUL162013_01B2203,3,5323,text
JUL162014_01B2203,9,26017,text
JUL162014_02B2203,15,47549,text
JUL162018_01B2203,5,13591,text
JUL162018_02B2203,4,9003,text
JUL162024_01B2203,6,20049,text
JUL162024_02B2203,7,24780,text
JUL162024_03B2203,6,18002,text
JUL172015_01B2203,16,45820,text
JUL172019_01B2203,6,18133,text
JUL172024_01B2203,2,4964,text
JUL172024_02B2203,8,25677,text
JUL172024_03B2203,4,10494,text
JUL182005_01B2203,8,24022,text
JUL182005_03B2203,8,24022,text
JUL182013_01B2203,23,70520,text
JUL182013_02B2203,2,3555,text
JUL182013_03B2203,12,39736,text
JUL182014_01B2203,13,36346,text
JUL182017_01B2203,4,9289,text
JUL182018_01B2203,6,17676,text
JUL182018_02B2203,5,13132,text
JUL182018_03B2203,6,16638,text
JUL182022_01B2203,3,8050,text
JUL182023_01B2203,9,30841,text
JUL182024_01B2203,7,22552,text
JUL182024_02B2203,3,6756,text
JUL182024_03B2203,7,21872,text
JUL192005_01B2203,8,27272,text
JUL192005_02B2203,11,38841,text
JUL192005_03B2203,7,23828,text
JUL192005_07B2203,8,27272,text
JUL192005_08B2203,11,38841,text
JUL192005_09B2203,7,23828,text
JUL192013_01B2203,10,28259,text
JUL192013_02B2203,16,50343,text
JUL192013_03B2203,12,35593,text
JUL192013_04B2203,2,2835,text
JUL192013_05B2203,3,6015,text
JUL192023_01B2203,2,3358,text
JUL202005_01B2203,2,2579,text
JUL202005_03B2203,2,2579,text
JUL202022_01B2203,7,20686,text
JUL212005_01B2203,10,32547,text
JUL212005_02B2203,10,29923,text
JUL212005_03B2203,3,4600,text
JUL212005_07B2203,10,32547,text
JUL212005_08B2203,10,29923,text
JUL212005_09B2203,3,4600,text
JUL212017_01B2203,5,12661,text
JUL212020_01B2203,10,34545,text
JUL212020_02B2203,10,33550,text
JUL222013_01B2203,4,7871,text
JUL222015_01B2203,6,16501,text
JUL222015_02B2203,11,32544,text
JUL222015_03B2203,9,23555,text
JUL222019_01B2203,9,30914,text
JUL222020_01B2203,1,1527,text
JUL222020_02B2203,12,39880,text
JUL232013_01B2203,9,27203,text
JUL232014_01B2203,11,29814,text
JUL232014_02B2203,16,47236,text
JUL232014_03B2203,16,43841,text
JUL232019_01B2203,7,20066,text
JUL232019_02B2203,6,18592,text
JUL232020_01B2203,6,18393,text
JUL232020_02B2203,6,21240,text
JUL232020_03B2203,6,19583,text
JUL232021_01B2203,11,39795,text
JUL232024_01B2203,2,3676,text
JUL232024_02B2203,4,11496,text
JUL242013_01B2203,9,26401,text
JUL242015_01B2203,6,14004,text
JUL242018_01B2203,6,15539,text
JUL242018_02B2203,3,8535,text
JUL242019_01B2203,7,20827,text
JUL242023_01B2203,7,24645,text
JUL242024_01B2203,8,24600,text
JUL242024_02B2203,6,16044,text
JUL252014_01B2203,13,36847,text
JUL252016_01B2203,7,22247,text
JUL252024_01B2203,5,13805,text
JUL252024_02B2203,5,16905,text
JUL262013_01B2203,13,40140,text
JUL262017_01B2203,9,25979,text
JUL262017_02B2203,6,14125,text
JUL262017_03B2203,5,10986,text
JUL262021_01B2203,4,10250,text
JUL262024_01B2203,6,19491,text
JUL272005_03B2203,7,18304,text
JUL272015_01B2203,10,27983,text
JUL272022_01B2203,4,8609,text
JUL272023_01B2203,9,31001,text
JUL282015_01B2203,9,22868,text
JUL282017_01B2203,6,14592,text
JUL282020_01B2203,4,10875,text
JUL282020_02B2203,6,17142,text
JUL282022_01B2203,7,20639,text
JUL282022_02B2203,7,19697,text
JUL282022_03B2203,7,21496,text
JUL282023_01B2203,1,2541,text
JUL282023_02B2203,9,31047,text
JUL292014_01B2203,7,16010,text
JUL292014_02B2203,24,74787,text
JUL292020_01B2203,7,19019,text
JUL292020_02B2203,6,17942,text
JUL292020_03B2203,6,15620,text
JUL292022_01B2203,4,10732,text
JUL292024_01B2203,7,20672,text
JUL302019_01B2203,6,18451,text
JUL302021_01B2203,8,28653,text
JUL302021_02B2203,9,30890,text
JUL302024_01B2203,8,27005,text
JUL312013_01B2203,9,26802,text
JUL312014_01B2203,13,38896,text
JUL312014_02B2203,11,29697,text
JUL312018_01B2203,5,13884,text
JUL312024_01B2203,4,11175,text
JUN012015_01B2203,10,28112,text
JUN012015_02B2203,12,36382,text
JUN012018_01B2203,1,1837,text
JUN012021_01B2203,7,22568,text
JUN012022_01B2203,6,18116,text
JUN012023_01B2203,3,8905,text
JUN022005_01B2203,7,20185,text
JUN022005_02B2203,9,25481,text
JUN022005_03B2203,9,30606,text
JUN022005_04B2203,9,29361,text
JUN022005_05B2203,5,14669,text
JUN022005_06B2203,9,25479,text
JUN022005_07B2203,8,27788,text
JUN022005_15B2203,7,20185,text
JUN022005_16B2203,9,25481,text
JUN022005_17B2203,9,30606,text
JUN022005_18B2203,9,29361,text
JUN022005_19B2203,5,14669,text
JUN022005_20B2203,9,25479,text
JUN022005_21B2203,8,27788,text
JUN022014_01B2203,7,19469,text
JUN022020_01B2203,8,26119,text
JUN022020_02B2203,8,26049,text
JUN022020_03B2203,10,33779,text
JUN022020_04B2203,5,14907,text
JUN022022_01B2203,2,5251,text
JUN022022_02B2203,4,10333,text
JUN032005_01B2203,6,18560,text
JUN032005_02B2203,5,10891,text
JUN032005_03B2203,8,25878,text
JUN032005_04B2203,8,25938,text
JUN032005_05B2203,9,25138,text
JUN032005_06B2203,4,7527,text
JUN032005_13B2203,6,18560,text
JUN032005_14B2203,5,10891,text
JUN032005_15B2203,8,25877,text
JUN032005_16B2203,8,25940,text
JUN032005_17B2203,9,25138,text
JUN032005_18B2203,4,7527,text
JUN032013_01B2203,4,11446,text
JUN032013_02B2203,2,3099,text
JUN042005_01B2203,8,23249,text
JUN042005_03B2203,8,23245,text
JUN042013_01B2203,5,14676,text
JUN042018_01B2203,1,1966,text
JUN042019_01B2203,6,17925,text
JUN042021_01B2203,7,22150,text
JUN042024_01B2203,8,25794,text
JUN052018_01B2203,7,17530,text
JUN052019_01B2203,7,19840,text
JUN052019_02B2203,5,15552,text
JUN052023_01B2203,6,20012,text
JUN052024_01B2203,5,13005,text
JUN062013_01B2203,12,39302,text
JUN062017_01B2203,5,11970,text
JUN062019_01B2203,5,12564,text
JUN062019_02B2203,7,22508,text
JUN062024_01B2203,6,17577,text
JUN072006_02B2203,9,24171,text
JUN072006_03B2203,9,24171,text
JUN072013_01B2203,18,52389,text
JUN072016_01B2203,3,7980,text
JUN072018_01B2203,4,9739,text
JUN072021_01B2203,7,21449,text
JUN072021_02B2203,7,20478,text
JUN072024_01B2203,3,9066,text
JUN082015_01B2203,12,38031,text
JUN082016_01B2203,6,15825,text
JUN082021_01B2203,6,17646,text
JUN082021_02B2203,13,45377,text
JUN082022_01B2203,4,12649,text
JUN082023_01B2203,4,9843,text
JUN082023_02B2203,8,28720,text
JUN092020_01B2203,4,13347,text
JUN092020_02B2203,4,11503,text
JUN092020_03B2203,6,19088,text
JUN092021_01B2203,1,1901,text
JUN092022_01B2203,4,11936,text
JUN092022_02B2203,9,30532,text
JUN092023_01B2203,8,26467,text
JUN102005_07B2203,9,28416,text
JUN102005_08B2203,11,30072,text
JUN102005_09B2203,10,33478,text
JUN102013_01B2203,3,7392,text
JUN102013_02B2203,5,11815,text
JUN102013_03B2203,5,12943,text
JUN102014_01B2203,5,10939,text
JUN102015_01B2203,12,32901,text
JUN112018_01B2203,1,1890,text
JUN112018_02B2203,2,2778,text
JUN112018_03B2203,6,15052,text
JUN112019_01B2203,5,14625,text
JUN112020_01B2203,2,4829,text
JUN112024_01B2203,3,8494,text
JUN112024_02B2203,6,20743,text
JUN122015_01B2203,14,45538,text
JUN122017_01B2203,7,17778,text
JUN122024_01B2203,4,12245,text
JUN132005_23B2203,8,20215,text
JUN132005_24B2203,2,3437,text
JUN132005_25B2203,10,30677,text
JUN132005_26B2203,8,24063,text
JUN132005_27B2203,9,27685,text
JUN132005_28B2203,7,23494,text
JUN132005_29B2203,7,21289,text
JUN132005_30B2203,7,19754,text
JUN132005_31B2203,9,25551,text
JUN132005_32B2203,10,30363,text
JUN132005_33B2203,2,2464,text
JUN132013_01B2203,2,3208,text
JUN132016_01B2203,9,23593,text
JUN132017_01B2203,7,20375,text
JUN132022_01B2203,5,15717,text
JUN132022_02B2203,6,17309,text
JUN132022_03B2203,8,27478,text
JUN132022_04B2203,7,20534,text
JUN142005_09B2203,2,2058,text
JUN142005_10B2203,8,23129,text
JUN142005_11B2203,8,25514,text
JUN142005_12B2203,9,29130,text
JUN142013_01B2203,11,32936,text
JUN142018_01B2203,5,13490,text
JUN142024_01B2203,2,5456,text
JUN152005_05B2203,2,2828,text
JUN152005_06B2203,2,2448,text
JUN152018_01B2203,3,8006,text
JUN152018_02B2203,4,10124,text
JUN152018_03B2203,6,17409,text
JUN152020_01B2203,2,3327,text
JUN152020_02B2203,7,24102,text
JUN152020_03B2203,8,25047,text
JUN152022_01B2203,4,12123,text
JUN152023_01B2203,5,16753,text
JUN162005_09B2203,8,22683,text
JUN162005_10B2203,8,21761,text
JUN162005_11B2203,5,14851,text
JUN162005_12B2203,6,20003,text
JUN162014_01B2203,10,27770,text
JUN162017_01B2203,9,26156,text
JUN162021_01B2203,4,11880,text
JUN172005_01B2203,8,21897,text
JUN172005_02B2203,6,14865,text
JUN172005_03B2203,10,31509,text
JUN172005_07B2203,8,21897,text
JUN172005_08B2203,6,14865,text
JUN172005_09B2203,10,31509,text
JUN172022_01B2203,13,41836,text
JUN172024_01B2203,3,9097,text
JUN172024_02B2203,4,12880,text
JUN182014_01B2203,5,10283,text
JUN182015_01B2203,7,19819,text
JUN182019_01B2203,9,27687,text
JUN182019_02B2203,4,11522,text
JUN182019_03B2203,7,19357,text
JUN182024_01B2203,5,16078,text
JUN182024_02B2203,6,15920,text
JUN192013_01B2203,24,75275,text
JUN192017_01B2203,5,12664,text
JUN192018_01B2203,5,14669,text
JUN202005_07B2203,9,32189,text
JUN202005_08B2203,6,20804,text
JUN202005_09B2203,10,36183,text
JUN202013_01B2203,21,53749,text
JUN202013_02B2203,4,9813,text
JUN202013_03B2203,2,3473,text
JUN202014_01B2203,11,29165,text
JUN202016_01B2203,7,18102,text
JUN202017_01B2203,9,26575,text
JUN202024_01B2203,4,10738,text
JUN212013_01B2203,9,24357,text
JUN212013_02B2203,21,61285,text
JUN212016_01B2203,6,15456,text
JUN212023_01B2203,3,9311,text
JUN212024_01B2203,6,19664,text
JUN212024_02B2203,11,31716,text
JUN222017_01B2203,6,15223,text
JUN222018_01B2203,6,17292,text
JUN222018_02B2203,4,9091,text
JUN222023_01B2203,6,18976,text
JUN222023_02B2203,5,15052,text
JUN232005_01B2203,9,28773,text
JUN232005_02B2203,2,2368,text
JUN232005_03B2203,2,2184,text
JUN232005_07B2203,9,28773,text
JUN232005_08B2203,2,2368,text
JUN232005_09B2203,2,2184,text
JUN232021_01B2203,8,27312,text
JUN242005_01B2203,8,24410,text
JUN242005_02B2203,9,25062,text
JUN242005_03B2203,8,24048,text
JUN242005_04B2203,8,25971,text
JUN242005_05B2203,7,21618,text
JUN242005_06B2203,10,29801,text
JUN242005_07B2203,2,2102,text
JUN242005_08B2203,6,17920,text
JUN242005_09B2203,11,41500,text
JUN242005_19B2203,8,24410,text
JUN242005_20B2203,9,25062,text
JUN242005_21B2203,8,24048,text
JUN242005_22B2203,8,25971,text
JUN242005_23B2203,7,21618,text
JUN242005_24B2203,10,30200,text
JUN242005_25B2203,2,2102,text
JUN242005_26B2203,6,17920,text
JUN242005_27B2203,11,41500,text
JUN242015_01B2203,9,26321,text
JUN242015_02B2203,12,35148,text
JUN242015_03B2203,11,32526,text
JUN242016_01B2203,12,34393,text
JUN242021_01B2203,4,11879,text
JUN252014_01B2203,5,14662,text
JUN252014_02B2203,4,9342,text
JUN252018_01B2203,6,15843,text
JUN252019_01B2203,8,23980,text
JUN252019_02B2203,5,12597,text
JUN252019_03B2203,6,18274,text
JUN252019_04B2203,5,15003,text
JUN252019_05B2203,8,26037,text
JUN252019_06B2203,5,15907,text
JUN252021_01B2203,11,37548,text
JUN252021_02B2203,12,41494,text
JUN252021_03B2203,11,38015,text
JUN262013_01B2203,3,5849,text
JUN262015_01B2203,13,41887,text
JUN262018_01B2203,6,16222,text
JUN262023_01B2203,5,14932,text
JUN262024_01B2203,9,27661,text
JUN262024_02B2203,4,12078,text
JUN262024_03B2203,4,9604,text
JUN272016_01B2203,1,2103,text
JUN272024_01B2203,6,19160,text
JUN282005_01B2203,7,19066,text
JUN282005_03B2203,7,19066,text
JUN282013_01B2203,19,50839,text
JUN282017_01B2203,8,25488,text
JUN282017_02B2203,9,25184,text
JUN282018_01B2203,7,21394,text
JUN282019_01B2203,6,16893,text
JUN282019_02B2203,5,13414,text
JUN282024_01B2203,7,20008,text
JUN292023_01B2203,3,8544,text
JUN292023_02B2203,3,8176,text
JUN302015_01B2203,13,38064,text
JUN302017_01B2203,4,10945,text
JUN302017_02B2203,2,3780,text
JUN302021_01B2203,6,20014,text
JUN302022_01B2203,8,24717,text
JUN302023_01B2203,6,18375,text
Jan012010_02B2203,5,10027,text
Jan022009_01B2203,3,6328,text
Jan022009_02B2203,12,32870,text
Jan032008_01B2203,11,29683,text
Jan042005_01B2203,1,1012,text
Jan042008_01B2203,7,18859,text
Jan042010_01B2203,6,16049,text
Jan052007_01B2203,12,38102,text
Jan052007_02B2203,6,12235,text
Jan052010_01B2203,19,55199,text
Jan052012_01B2203,14,43192,text
Jan052012_02B2203,19,57095,text
Jan052012_04B2203,6,16365,text
Jan062010_01B2203,11,34443,text
Jan062010_02B2203,15,43304,text
Jan072010_01B2203,8,22125,text
Jan072011_01B2203,12,32725,text
Jan082007_01B2203,6,17757,text
Jan082007_02B2203,8,20756,text
Jan082008_01B2203,2,2579,text
Jan082009_01B2203,9,29776,text
Jan082009_02B2203,8,27182,text
Jan082009_03B2203,4,7671,text
Jan082010_01B2203,12,34361,text
Jan092008_01B2203,7,20660,text
Jan092008_02B2203,9,25713,text
Jan102008_01B2203,5,12530,text
Jan102008_02B2203,5,12672,text
Jan102008_03B2203,11,31164,text
Jan102011_01B2203,18,53017,text
Jan102011_02B2203,6,14845,text
Jan102012_01B2203,12,34736,text
Jan102012_02B2203,12,34442,text
Jan102012_03B2203,13,38226,text
Jan102012_06B2203,2,4155,text
Jan112008_01B2203,2,4108,text
Jan112011_01B2203,16,45035,text
Jan112011_03B2203,31,79852,text
Jan112012_01B2203,18,56838,text
Jan112012_02B2203,17,48646,text
Jan112012_03B2203,6,16684,text
Jan122011_01B2203,16,42101,text
Jan122012_01B2203,18,50518,text
Jan132010_01B2203,8,20087,text
Jan132010_02B2203,2,3835,text
Jan132010_03B2203,6,15539,text
Jan132010_04B2203,15,43572,text
Jan132010_05B2203,10,28673,text
Jan132012_01B2203,2,4220,text
Jan132012_02B2203,3,7849,text
Jan132012_03B2203,6,15895,text
Jan142009_01B2203,9,31766,text
Jan142010_01B2203,3,5437,text
Jan142010_02B2203,8,20129,text
Jan152008_01B2203,3,6318,text
Jan152009_01B2203,9,28426,text
Jan162007_01B2203,11,33361,text
Jan162007_02B2203,11,33176,text
Jan162008_01B2203,6,18482,text
Jan162008_02B2203,8,3847,text
Jan172007_02B2203,2,3513,text
