filename,page_count,char_count,extraction_method
Jan172008_01B2203,3,5299,text
Jan172012_01B2203,3,5764,text
Jan172012_02B2203,19,58045,text
Jan182008_01B2203,8,14749,text
Jan182008_02B2203,10,27659,text
Jan192011_01B2203,3,8239,text
Jan192011_02B2203,3,7465,text
Jan212010_01B2203,2,4125,text
Jan212011_01B2203,18,48239,text
Jan212011_03B2203,11,27363,text
Jan222007_01B2203,14,45017,text
Jan222008_01B2203,9,23747,text
Jan222009_01B2203,2,1767,text
Jan222010_01B2203,3,5340,text
Jan222010_02B2203,14,39384,text
Jan222010_03B2203,10,29749,text
Jan222010_04B2203,13,37496,text
Jan232009_01B2203,2,2627,text
Jan232009_02B2203,2,4366,text
Jan232012_01B2203,15,46803,text
Jan232012_02B2203,18,50574,text
Jan232012_03B2203,34,93932,text
Jan242007_01B2203,7,19521,text
Jan242007_02B2203,5,12457,text
Jan242008_01B2203,10,28899,text
Jan242008_02B2203,9,10287,text
Jan242011_02B2203,28,73640,text
Jan242012_01B2203,8,23115,text
Jan252007_01B2203,8,21056,text
Jan252011_01B2203,19,54372,text
Jan252011_02B2203,15,40712,text
Jan252012_01B2203,21,60880,text
Jan252012_02B2203,17,50928,text
Jan262010_01B2203,1,1131,text
Jan262011_01B2203,27,77838,text
Jan272009_01B2203,8,29670,text
Jan272010_01B2203,2,3436,text
Jan272011_01B2203,2,4709,text
Jan272011_02B2203,2,4256,text
Jan282008_01B2203,9,23329,text
Jan282008_02B2203,11,13778,text
Jan282009_01B2203,18,51190,text
Jan282009_02B2203,5,13179,text
Jan292009_01B2203,7,24514,text
Jan302008_01B2203,3,6482,text
Jan302008_02B2203,5,9899,text
Jan302008_03B2203,10,29326,text
Jan302009_01B2203,19,53696,text
Jan312007_02B2203,11,34466,text
Jul012011_01B2203,17,46579,text
Jul022007_01B2203,7,17382,text
Jul022012_01B2203,5,14052,text
Jul022012_02B2203,3,7186,text
Jul022012_03B2203,9,23475,text
Jul032006_01B2203,6,15580,text
Jul052011_01B2203,18,50340,text
Jul052012_01B2203,2,3523,text
Jul052012_02B2203,10,27622,text
Jul052012_03B2203,10,29428,text
Jul052012_04B2203,4,8112,text
Jul062009_01B2203,8,24399,text
Jul062009_02B2203,2,3241,text
Jul062009_03B2203,21,66342,text
Jul062012_01B2203,15,43461,text
Jul072009_01B2203,12,36705,text
Jul072011_01B2203,3,4782,text
Jul082009_01B2203,12,36016,text
Jul082009_02B2203,11,30959,text
Jul082009_03B2203,12,33124,text
Jul082009_04B2203,11,33649,text
Jul082009_05B2203,11,31776,text
Jul082010_02B2203,2,4120,text
Jul092012_01B2203,8,21567,text
Jul102009_01B2203,16,47162,text
Jul102012_01B2203,4,9445,text
Jul112011_01B2203,20,59501,text
Jul112012_01B2203,13,35934,text
Jul112012_02B2203,11,29422,text
Jul112012_03B2203,4,11264,text
Jul112012_04B2203,11,30560,text
Jul122007_01B2203,5,10660,text
Jul122012_01B2203,2,3932,text
Jul122012_02B2203,3,6136,text
Jul122012_03B2203,13,38400,text
Jul122012_04B2203,11,28718,text
Jul132006_01B2203,7,17891,text
Jul132007_01B2203,2,2022,text
Jul132007_02B2203,6,16817,text
Jul132012_01B2203,13,36464,text
Jul132012_02B2203,11,31109,text
Jul132012_03B2203,6,16383,text
Jul142006_01B2203,3,6012,text
Jul142009_01B2203,4,7086,text
Jul162009_01B2203,13,38734,text
Jul162009_02B2203,14,41426,text
Jul162009_03B2203,2,4158,text
Jul162009_04B2203,13,41438,text
Jul162012_01B2203,2,3102,text
Jul172012_01B2203,12,35500,text
Jul172012_02B2203,13,37311,text
Jul172012_03B2203,10,30329,text
Jul172012_04B2203,12,34792,text
Jul172012_05B2203,6,16352,text
Jul172012_06B2203,2,3503,text
Jul172012_07B2203,12,34563,text
Jul182006_01B2203,5,10811,text
Jul182011_01B2203,3,5989,text
Jul192011_01B2203,24,74381,text
Jul192012_01B2203,14,40176,text
Jul202007_01B2203,8,17559,text
Jul202009_01B2203,2,2692,text
Jul202009_02B2203,15,49344,text
Jul202009_03B2203,20,62988,text
Jul202011_01B2203,37,108166,text
Jul222010_01B2203,3,5408,text
Jul232007_01B2203,7,21431,text
Jul232007_02B2203,10,25798,text
Jul232009_01B2203,2,4329,text
Jul232009_02B2203,5,9750,text
Jul232012_01B2203,17,53154,text
Jul232012_02B2203,3,7107,text
Jul232012_03B2203,6,17128,text
Jul232012_04B2203,13,39028,text
Jul242006_01B2203,8,21741,text
Jul252007_01B2203,5,10992,text
Jul252012_01B2203,3,6681,text
Jul252012_02B2203,4,9777,text
Jul262012_01B2203,14,39593,text
Jul262012_02B2203,16,42986,text
Jul272007_01B2203,3,4901,text
Jul272012_01B2203,5,12020,text
Jul272012_02B2203,3,5555,text
Jul282008_01B2203,16,50723,text
Jul282009_01B2203,7,17495,text
Jul282009_02B2203,12,35741,text
Jul282009_03B2203,14,43434,text
Jul282009_04B2203,2,3137,text
Jul282009_05B2203,11,32771,text
Jul282009_06B2203,12,35617,text
Jul282009_07B2203,8,20755,text
Jul282009_08B2203,11,33034,text
Jul292009_01B2203,9,24538,text
Jul292009_02B2203,14,43112,text
Jul292009_03B2203,11,33666,text
Jul292009_04B2203,9,24401,text
Jul292009_05B2203,8,19270,text
Jul292011_01B2203,25,71709,text
Jul292011_02B2203,25,74396,text
Jul292011_03B2203,7,19815,text
Jul302012_01B2203,5,12033,text
Jul302012_02B2203,5,11584,text
Jul302012_03B2203,2,2779,text
Jul302012_04B2203,7,17998,text
Jul302012_05B2203,11,31576,text
Jul302012_06B2203,4,11322,text
Jul312008_01B2203,2,1098,text
Jul312012_01B2203,2,3599,text
Jul312012_02B2203,9,22950,text
Jul312012_03B2203,22,64954,text
Jun012007_01B2203,7,18364,text
Jun012007_02B2203,7,16467,text
Jun012007_03B2203,2,2443,text
Jun012007_04B2203,6,14643,text
Jun012007_05B2203,5,10297,text
Jun012009_01B2203,12,36720,text
Jun012009_02B2203,9,31127,text
Jun012011_01B2203,19,55312,text
Jun022008_02B2203,4,8830,text
Jun022008_03B2203,5,11699,text
Jun042009_01B2203,11,29482,text
Jun042009_02B2203,11,33867,text
Jun042009_03B2203,10,30161,text
Jun042009_04B2203,4,10415,text
Jun042009_05B2203,10,28767,text
Jun052009_01B2203,7,23041,text
Jun052009_02B2203,12,36351,text
Jun052009_03B2203,10,26394,text
Jun052009_04B2203,11,30929,text
Jun052009_05B2203,9,30246,text
Jun052009_06B2203,6,19913,text
Jun052009_07B2203,11,37213,text
Jun052009_08B2203,11,38002,text
Jun052009_09B2203,10,35599,text
Jun052009_10B2203,11,32661,text
Jun052009_11B2203,13,38994,text
Jun072006_01B2203,5,10790,text
Jun072007_01B2203,9,24816,text
Jun072007_02B2203,6,16248,text
Jun082007_01B2203,10,31342,text
Jun082007_02B2203,5,10421,text
Jun082012_01B2203,5,11864,text
Jun092009_02B2203,6,12228,text
Jun092011_01B2203,2,3495,text
Jun102008_01B2203,9,27133,text
Jun112007_01B2203,2,2222,text
Jun112007_02B2203,1,1166,text
Jun112008_01B2203,8,19315,text
Jun112008_02B2203,13,41136,text
Jun112008_03B2203,15,42625,text
Jun112009_01B2203,9,23985,text
Jun112012_01B2203,4,7643,text
Jun122006_01B2203,8,18665,text
Jun122006_02B2203,8,21289,text
Jun122009_01B2203,8,28136,text
Jun122009_02B2203,8,27604,text
Jun132006_01B2203,2,3431,text
Jun132006_02B2203,8,18501,text
Jun132008_01B2203,16,45190,text
Jun132012_01B2203,17,49804,text
Jun132012_02B2203,12,33261,text
Jun132012_03B2203,10,30636,text
Jun142006_01B2203,4,7513,text
Jun142007_01B2203,15,47267,text
Jun142007_02B2203,4,8138,text
Jun142012_01B2203,14,35780,text
Jun142012_02B2203,11,31605,text
Jun152007_01B2203,4,9278,text
Jun152012_01B2203,8,21745,text
Jun152012_02B2203,8,22652,text
Jun152012_03B2203,8,22618,text
Jun152012_04B2203,15,45728,text
Jun152012_05B2203,3,5022,text
Jun152012_06B2203,3,6033,text
Jun162009_01B2203,13,37123,text
Jun162009_02B2203,10,28215,text
Jun162009_03B2203,13,38588,text
Jun162009_04B2203,10,28190,text
Jun162009_05B2203,13,37574,text
Jun162009_06B2203,5,12849,text
Jun172009_01B2203,12,37311,text
Jun172009_02B2203,18,58732,text
Jun172009_03B2203,5,12863,text
Jun172011_01B2203,3,6831,text
Jun182008_01B2203,9,25333,text
Jun182008_02B2203,5,9307,text
Jun182008_03B2203,11,6911,text
Jun182009_01B2203,7,19591,text
Jun182012_01B2203,17,44016,text
Jun182012_02B2203,11,31990,text
Jun182012_03B2203,2,3102,text
Jun192008_01B2203,13,41412,text
Jun192008_02B2203,11,34564,text
Jun192008_03B2203,7,21209,text
Jun192012_01B2203,2,4892,text
Jun192012_02B2203,5,9650,text
Jun192012_03B2203,3,4708,text
Jun202011_01B2203,18,53914,text
Jun202012_01B2203,14,35941,text
Jun202012_02B2203,2,4356,text
Jun212007_01B2203,7,19494,text
Jun212011_03B2203,16,42473,text
Jun222007_01B2203,1,1166,text
Jun222007_02B2203,12,37666,text
Jun222009_01B2203,2,3653,text
Jun222009_02B2203,10,34078,text
Jun222009_03B2203,9,26611,text
Jun222009_04B2203,11,33977,text
Jun222012_01B2203,5,12800,text
Jun232009_01B2203,12,34910,text
Jun232010_01B2203,3,5174,text
Jun232011_01B2203,10,28099,text
Jun232011_02B2203,24,70010,text
Jun232011_03B2203,13,33338,text
Jun242008_01B2203,2,1666,text
Jun242008_02B2203,1,992,text
Jun242008_03B2203,10,11040,text
Jun242009_01B2203,4,6838,text
Jun242009_02B2203,6,20703,text
Jun242011_01B2203,3,5091,text
Jun252009_02B2203,10,25326,text
Jun252009_03B2203,11,31764,text
Jun252009_04B2203,9,24824,text
Jun252009_05B2203,9,29935,text
Jun252009_06B2203,7,23087,text
Jun252009_07B2203,10,35071,text
Jun252009_08B2203,7,24551,text
Jun252009_09B2203,9,28769,text
Jun252009_10B2203,9,29311,text
Jun252009_11B2203,9,28295,text
Jun252012_01B2203,14,39685,text
Jun252012_02B2203,3,5477,text
Jun262007_01B2203,3,6557,text
Jun262007_02B2203,6,15641,text
Jun262009_01B2203,6,16980,text
Jun262009_02B2203,7,16802,text
Jun262009_03B2203,8,24463,text
Jun262009_04B2203,9,30130,text
Jun262009_05B2203,17,52041,text
Jun272006_01B2203,4,9755,text
Jun282007_01B2203,8,20633,text
Jun282011_01B2203,26,72583,text
Jun292006_01B2203,9,21533,text
Jun292006_02B2203,5,11301,text
Jun292006_03B2203,2,3300,text
Jun292006_04B2203,6,15289,text
Jun292006_05B2203,6,15938,text
Jun292006_06B2203,5,11378,text
Jun292009_01B2203,8,27410,text
Jun292009_02B2203,9,29867,text
Jun292009_03B2203,9,30064,text
Jun292009_04B2203,8,28165,text
Jun292009_05B2203,10,26888,text
Jun292009_06B2203,21,63488,text
Jun292012_02B2203,4,9165,text
Jun302006_01B2203,6,13018,text
MAR012016_01B2203,8,22345,text
MAR012016_02B2203,9,27740,text
MAR012019_01B2203,7,19155,text
MAR012021_01B2203,4,13409,text
MAR012021_02B2203,6,18866,text
MAR012021_03B2203,10,31885,text
MAR012022_01B2203,5,13461,text
MAR012023_01B2203,5,14447,text
MAR012024_01B2203,4,11304,text
MAR012024_02B2203,4,9807,text
MAR022015_01B2203,11,35794,text
MAR022015_02B2203,8,22658,text
MAR022017_01B2203,1,2012,text
MAR022020_01B2203,3,5599,text
MAR022020_02B2203,6,18266,text
MAR022021_01B2203,7,23577,text
MAR022021_02B2203,14,47431,text
MAR022022_01B2203,6,19714,text
MAR022023_01B2203,2,5265,text
MAR032020_01B2203,5,15697,text
MAR032021_01B2203,7,22713,text
MAR032021_02B2203,3,8885,text
MAR032021_03B2203,7,24246,text
MAR032021_04B2203,9,30931,text
MAR032022_01B2203,9,27995,text
MAR032023_01B2203,6,16825,text
MAR042013_01B2203,11,32811,text
MAR042019_01B2203,7,20969,text
MAR042019_02B2203,7,20009,text
MAR042020_01B2203,4,10200,text
MAR042021_01B2203,8,25329,text
MAR042024_01B2203,7,20218,text
MAR042024_02B2203,8,23454,text
MAR042024_03B2203,8,24382,text
MAR052013_01B2203,2,3357,text
MAR052018_01B2203,3,4989,text
MAR052019_01B2203,4,8890,text
MAR052020_01B2203,9,28655,text
MAR052020_02B2203,7,19759,text
MAR052020_03B2203,5,13294,text
MAR052020_04B2203,4,12009,text
MAR052020_05B2203,4,10382,text
MAR052022_01B2203,5,16224,text
MAR052024_01B2203,3,8704,text
MAR052024_02B2203,2,5873,text
MAR062014_01B2203,10,29970,text
MAR062018_01B2203,6,16007,text
MAR062018_02B2203,7,18032,text
MAR062019_01B2203,8,21770,text
MAR062020_01B2203,5,14812,text
MAR062023_01B2203,6,18479,text
MAR072005_01B2203,5,12278,text
MAR072005_02B2203,9,25965,text
MAR072005_03B2203,7,19406,text
MAR072005_07B2203,5,12278,text
MAR072005_08B2203,9,25965,text
MAR072005_09B2203,7,19406,text
MAR072013_01B2203,15,50846,text
MAR072017_01B2203,7,20217,text
MAR072019_01B2203,4,9507,text
MAR072019_02B2203,6,16361,text
MAR072022_01B2203,6,19060,text
MAR072022_02B2203,7,22304,text
MAR072023_01B2203,5,15404,text
MAR072024_01B2203,11,34956,text
MAR072024_02B2203,3,5896,text
MAR082013_01B2203,3,7160,text
MAR082017_01B2203,9,24346,text
MAR082019_01B2203,5,12575,text
MAR082022_01B2203,5,15838,text
MAR082022_02B2203,5,15118,text
MAR082023_01B2203,5,12615,text
MAR092013_02B2203,3,7345,text
MAR092016_01B2203,7,18683,text
MAR092016_02B2203,1,2305,text
MAR092023_01B2203,7,20473,text
MAR102016_01B2203,5,14232,text
MAR102017_01B2203,4,8539,text
MAR102020_01B2203,8,24442,text
MAR102022_01B2203,4,11352,text
MAR102022_02B2203,7,21980,text
MAR102022_03B2203,2,4783,text
MAR112015_01B2203,14,43633,text
MAR112019_01B2203,10,28042,text
MAR112020_01B2203,8,21207,text
MAR112020_02B2203,5,14423,text
MAR112022_01B2203,4,11330,text
MAR122014_01B2203,15,44989,text
MAR122020_01B2203,7,22157,text
MAR122020_02B2203,10,31527,text
MAR122024_01B2203,4,10420,text
MAR122024_02B2203,4,11696,text
MAR132015_01B2203,11,33085,text
MAR132017_01B2203,7,18304,text
MAR132018_01B2203,9,25170,text
MAR132023_01B2203,4,11599,text
MAR132023_02B2203,5,13081,text
MAR132023_03B2203,9,29061,text
MAR132023_04B2203,6,18378,text
MAR142005_03B2203,2,2569,text
MAR142013_01B2203,13,37163,text
MAR142013_02B2203,5,12222,text
MAR142013_03B2203,21,61291,text
MAR142016_01B2203,8,24393,text
MAR142019_01B2203,6,17538,text
MAR142019_02B2203,6,16340,text
MAR142023_01B2203,5,14190,text
MAR142024_01B2203,3,8316,text
MAR142024_02B2203,9,27873,text
MAR152018_01B2203,7,17126,text
MAR152018_02B2203,5,12961,text
MAR152021_01B2203,10,29886,text
MAR152022_01B2203,9,28237,text
MAR152022_02B2203,4,12488,text
MAR152023_01B2203,3,7610,text
MAR162015_01B2203,11,33276,text
MAR162015_02B2203,12,34240,text
MAR162015_03B2203,14,41992,text
MAR162017_01B2203,6,15039,text
MAR162018_01B2203,5,12519,text
MAR162022_01B2203,9,30813,text
MAR162022_02B2203,3,5844,text
MAR172005_01B2203,7,20408,text
MAR172005_02B2203,8,26696,text
MAR172005_03B2203,7,19864,text
MAR172005_04B2203,6,19036,text
MAR172005_05B2203,1,1037,text
MAR172005_06B2203,1,1116,text
MAR172005_13B2203,7,20408,text
MAR172005_14B2203,8,26696,text
MAR172005_15B2203,7,19864,text
MAR172005_16B2203,6,19036,text
MAR172005_17B2203,1,1037,text
MAR172005_18B2203,1,1116,text
MAR172020_01B2203,11,36595,text
MAR172020_02B2203,8,25857,text
MAR172020_03B2203,8,25628,text
MAR172022_01B2203,4,12467,text
MAR182024_01B2203,2,3533,text
MAR192014_01B2203,3,8246,text
MAR192018_01B2203,6,16308,text
MAR192019_01B2203,7,22046,text
MAR192020_01B2203,6,17551,text
MAR192020_02B2203,7,21307,text
MAR192020_03B2203,5,14961,text
MAR192021_01B2203,5,14134,text
MAR192021_02B2203,5,15843,text
MAR192021_03B2203,6,16975,text
MAR192024_01B2203,6,17448,text
MAR192024_02B2203,6,15977,text
MAR202005_03B2203,8,26511,text
MAR202019_01B2203,7,19621,text
MAR202023_01B2203,1,2220,text
MAR212024_01B2203,2,5191,text
MAR212024_02B2203,5,14321,text
MAR212024_03B2203,6,18295,text
MAR212024_04B2203,9,28345,text
MAR222013_01B2203,9,24533,text
MAR222013_02B2203,15,45769,text
MAR222013_03B2203,14,35616,text
MAR222022_01B2203,7,24387,text
MAR222023_01B2203,3,9241,text
MAR222023_02B2203,3,6788,text
MAR232015_01B2203,12,39864,text
MAR232015_02B2203,12,33797,text
MAR232018_01B2203,1,2388,text
MAR232020_01B2203,6,20491,text
MAR232022_01B2203,7,19815,text
MAR232023_01B2203,7,23934,text
MAR232023_02B2203,5,13567,text
MAR242005_03B2203,7,19283,text
MAR242016_01B2203,1,2305,text
MAR242017_01B2203,5,14476,text
MAR242017_02B2203,3,6154,text
MAR242020_01B2203,9,26748,text
MAR252005_01B2203,6,17743,text
MAR252005_02B2203,8,23602,text
MAR252005_05B2203,6,17743,text
MAR252005_06B2203,8,23602,text
MAR252016_01B2203,5,12890,text
MAR252019_01B2203,2,2616,text
MAR262013_01B2203,12,36373,text
MAR262013_02B2203,3,6515,text
MAR262014_01B2203,11,31802,text
MAR262019_01B2203,8,25636,text
MAR262019_02B2203,5,15205,text
MAR262021_01B2203,9,30625,text
MAR262021_02B2203,6,19121,text
MAR262021_03B2203,6,17943,text
MAR262021_04B2203,7,22661,text
MAR262021_05B2203,9,30190,text
MAR262021_06B2203,9,28721,text
MAR262021_07B2203,5,15225,text
MAR262021_08B2203,6,18093,text
MAR262021_09B2203,7,22004,text
MAR262021_10B2203,8,25602,text
MAR262021_11B2203,9,28198,text
MAR272015_01B2203,10,30772,text
MAR272018_01B2203,9,24354,text
MAR272019_01B2203,6,18842,text
MAR272019_02B2203,6,15723,text
MAR272023_01B2203,6,17342,text
MAR272024_01B2203,6,18646,text
MAR282013_01B2203,15,42334,text
MAR282023_01B2203,3,8610,text
MAR282024_01B2203,6,18741,text
MAR282024_02B2203,3,6376,text
MAR282024_03B2203,5,14397,text
MAR292018_01B2203,6,14426,text
MAR292021_01B2203,8,27522,text
MAR292023_01B2203,4,12230,text
MAR292023_02B2203,6,17821,text
MAR292023_03B2203,7,21681,text
MAR292024_01B2203,3,7678,text
MAR302018_01B2203,1,1555,text
MAR302020_01B2203,7,18410,text
MAR302020_02B2203,8,23617,text
MAR302020_03B2203,6,16946,text
MAR302020_04B2203,8,22533,text
MAR312014_01B2203,10,27893,text
MAR312015_01B2203,2,3284,text
MAR312017_01B2203,4,8340,text
MAR312020_01B2203,9,29573,text
MAR312020_02B2203,2,3040,text
MAR312023_01B2203,12,39574,text
MAY012013_01B2203,10,25899,text
MAY012019_01B2203,6,19073,text
MAY012019_02B2203,8,23600,text
MAY012020_01B2203,6,18935,text
MAY022019_01B2203,6,17486,text
MAY022023_01B2203,8,25209,text
MAY022024_01B2203,9,30040,text
MAY022024_02B2203,2,5447,text
MAY032005_01B2203,1,848,text
MAY032005_02B2203,9,31116,text
MAY032005_03B2203,2,2531,text
MAY032005_04B2203,8,23333,text
MAY032005_05B2203,8,23551,text
MAY032005_06B2203,9,29559,text
MAY032005_13B2203,1,848,text
MAY032005_14B2203,9,31116,text
MAY032005_15B2203,2,2531,text
MAY032005_16B2203,8,23333,text
MAY032005_17B2203,8,23551,text
MAY032005_18B2203,9,29560,text
MAY032017_01B2203,6,15026,text
MAY032017_02B2203,4,9795,text
MAY032018_01B2203,5,12073,text
MAY032019_01B2203,5,15933,text
MAY032019_02B2203,6,16329,text
MAY032019_03B2203,8,25316,text
MAY032021_01B2203,6,17532,text
MAY032023_01B2203,4,12812,text
MAY042023_01B2203,6,17367,text
MAY052014_01B2203,9,26283,text
MAY052015_01B2203,8,22515,text
MAY052015_02B2203,17,54666,text
MAY052015_03B2203,5,13329,text
MAY052017_01B2203,5,11883,text
MAY052021_01B2203,5,14422,text
MAY052021_02B2203,6,16959,text
MAY052022_01B2203,3,8822,text
MAY052023_01B2203,6,18969,text
MAY062021_01B2203,6,18387,text
MAY062022_01B2203,6,15883,text
MAY062024_01B2203,5,15378,text
MAY062024_02B2203,8,26791,text
MAY072013_01B2203,3,4815,text
MAY072013_02B2203,6,17021,text
MAY072013_03B2203,16,49482,text
MAY072021_01B2203,6,19975,text
MAY072024_01B2203,3,9954,text
MAY072024_02B2203,1,2478,text
MAY082014_01B2203,4,11694,text
MAY082014_02B2203,3,4386,text
MAY082015_01B2203,5,15420,text
MAY082015_02B2203,7,19162,text
MAY082018_01B2203,7,21560,text
MAY082018_02B2203,8,21793,text
MAY082019_01B2203,4,12260,text
MAY082019_02B2203,8,23994,text
MAY082019_03B2203,5,13251,text
MAY082019_04B2203,8,25644,text
MAY082023_01B2203,6,19452,text
MAY092016_01B2203,9,25584,text
MAY092022_01B2203,2,5716,text
MAY092024_01B2203,4,11397,text
MAY102013_01B2203,5,12440,text
MAY102013_02B2203,11,30678,text
MAY102013_03B2203,13,36986,text
MAY102018_01B2203,4,8397,text
MAY102024_01B2203,5,16281,text
MAY102024_02B2203,5,11343,text
MAY102024_03B2203,1,1452,text
MAY112017_01B2203,6,14844,text
MAY112023_01B2203,4,9910,text
MAY122014_01B2203,11,33379,text
MAY122017_01B2203,9,25991,text
MAY122021_01B2203,11,36635,text
MAY122022_01B2203,5,15621,text
MAY132021_01B2203,4,10704,text
MAY132021_02B2203,4,11286,text
MAY132024_01B2203,6,19392,text
MAY142005_03B2203,8,24702,text
MAY142013_01B2203,21,60385,text
MAY142014_01B2203,14,45962,text
MAY142019_01B2203,8,25359,text
MAY142021_01B2203,7,22452,text
MAY152013_01B2203,23,65221,text
MAY152018_01B2203,5,13282,text
MAY152018_02B2203,5,13165,text
MAY152018_03B2203,4,10281,text
MAY152019_01B2203,3,6667,text
MAY152019_02B2203,3,7267,text
MAY152024_01B2203,4,9127,text
MAY162005_01B2203,4,7320,text
MAY162005_03B2203,4,7320,text
MAY162017_01B2203,6,16556,text
MAY162019_01B2203,7,22746,text
MAY162022_01B2203,3,8584,text
MAY162022_02B2203,3,7419,text
MAY162024_01B2203,7,22971,text
MAY172005_01B2203,8,20603,text
MAY172005_02B2203,5,12687,text
MAY172005_05B2203,8,20603,text
MAY172005_06B2203,5,12687,text
MAY172013_01B2203,4,6647,text
MAY172013_02B2203,3,6452,text
MAY172013_03B2203,26,79350,text
MAY172018_01B2203,4,10372,text
MAY172018_02B2203,7,18669,text
MAY172019_01B2203,7,21875,text
MAY172021_01B2203,3,9081,text
MAY172021_02B2203,7,20184,text
MAY172023_01B2203,6,17597,text
MAY172023_02B2203,3,9272,text
MAY172024_01B2203,8,24061,text
MAY172024_02B2203,9,32757,text
MAY182005_01B2203,9,27152,text
MAY182005_02B2203,2,1652,text
MAY182005_05B2203,9,27152,text
MAY182005_06B2203,2,1652,text
MAY182021_01B2203,7,19596,text
MAY182023_01B2203,6,18297,text
MAY192014_01B2203,11,29175,text
MAY192014_02B2203,13,35180,text
MAY192014_03B2203,5,13397,text
MAY192016_01B2203,9,26024,text
MAY192016_02B2203,13,41825,text
MAY192022_01B2203,8,25546,text
MAY192022_02B2203,5,13517,text
MAY192022_03B2203,9,29780,text
MAY202005_07B2203,8,26511,text
MAY202005_08B2203,8,25249,text
MAY202005_09B2203,3,5536,text
MAY202013_01B2203,6,13665,text
MAY202021_01B2203,6,16166,text
MAY202024_01B2203,1,1714,text
MAY202024_02B2203,2,6178,text
MAY212013_01B2203,14,41547,text
MAY212013_02B2203,11,31219,text
MAY212019_01B2203,6,19022,text
MAY212021_01B2203,10,32520,text
MAY212024_01B2203,5,17876,text
MAY212024_02B2203,2,4614,text
MAY222013_01B2203,20,59162,text
MAY222019_01B2203,7,20121,text
MAY222019_02B2203,7,22037,text
MAY222019_03B2203,8,25495,text
MAY222023_01B2203,6,16634,text
MAY222024_01B2203,2,4289,text
MAY232005_01B2203,9,31324,text
MAY232005_02B2203,9,33278,text
MAY232005_05B2203,9,31324,text
MAY232005_06B2203,9,33278,text
MAY232017_01B2203,7,18432,text
MAY232017_02B2203,7,20175,text
MAY232022_01B2203,8,23340,text
MAY232022_02B2203,9,28497,text
MAY232024_01B2203,6,19925,text
MAY242005_01B2203,7,17229,text
MAY242005_02B2203,2,3017,text
MAY242005_05B2203,7,17229,text
MAY242005_06B2203,2,3017,text
MAY242013_01B2203,4,9920,text
MAY242017_01B2203,1,1855,text
MAY242019_01B2203,5,14468,text
MAY242019_02B2203,6,16209,text
MAY242021_01B2203,6,16801,text
MAY242021_02B2203,10,33974,text
MAY252016_01B2203,6,15717,text
MAY252017_01B2203,4,10044,text
MAY252021_01B2203,6,17921,text
MAY262015_01B2203,4,10883,text
MAY262015_02B2203,10,29106,text
MAY262015_03B2203,7,20460,text
MAY262021_01B2203,7,22663,text
MAY262021_02B2203,7,22443,text
MAY262021_03B2203,7,19728,text
MAY262022_01B2203,6,17555,text
MAY262022_02B2203,3,7712,text
MAY262022_03B2203,9,27305,text
MAY272005_01B2203,5,12155,text
MAY272005_03B2203,5,12155,text
MAY272016_01B2203,4,11554,text
MAY272020_01B2203,5,14380,text
MAY272020_02B2203,5,15191,text
MAY272020_03B2203,6,20058,text
MAY272020_04B2203,3,8237,text
MAY272020_05B2203,11,33665,text
MAY272020_06B2203,9,28144,text
MAY272020_07B2203,3,6638,text
MAY272020_08B2203,4,11575,text
MAY272020_09B2203,11,34687,text
MAY272020_10B2203,9,29331,text
MAY272020_11B2203,8,25056,text
MAY272020_12B2203,9,30655,text
MAY272020_13B2203,3,9488,text
MAY272020_14B2203,5,17210,text
MAY272021_01B2203,5,11831,text
MAY272021_02B2203,10,31639,text
MAY272021_03B2203,10,31555,text
MAY272022_01B2203,6,18462,text
MAY282019_01B2203,6,18303,text
MAY282020_01B2203,8,23646,text
MAY282020_02B2203,5,13373,text
MAY282020_03B2203,9,26462,text
MAY282020_04B2203,7,19374,text
MAY282020_05B2203,6,15601,text
MAY282020_06B2203,4,11077,text
MAY282020_07B2203,9,25056,text
MAY282021_01B2203,4,11828,text
MAY282021_02B2203,5,13725,text
MAY282024_01B2203,4,11811,text
MAY292018_01B2203,6,15488,text
MAY292020_01B2203,6,19742,text
MAY292020_02B2203,7,19822,text
MAY292020_03B2203,6,19878,text
MAY292020_04B2203,4,9814,text
MAY292020_05B2203,6,19224,text
MAY292020_06B2203,7,22550,text
MAY292020_07B2203,7,19597,text
MAY292020_08B2203,7,21733,text
MAY292020_09B2203,8,25745,text
MAY292020_10B2203,9,31093,text
MAY292020_11B2203,9,27707,text
MAY302018_01B2203,4,11093,text
MAY302018_02B2203,5,13768,text
MAY302018_03B2203,6,16222,text
MAY302018_04B2203,6,17810,text
MAY302019_01B2203,6,19238,text
MAY302019_02B2203,5,13861,text
MAY312018_01B2203,7,18662,text
MAY312018_02B2203,6,14695,text
MAY312022_01B2203,11,34910,text
MAY312023_01B2203,2,4250,text
Mar012006_01B2203,2,1933,text
Mar012006_02B2203,5,14431,text
Mar012006_03B2203,2,2354,text
Mar012006_04B2203,7,21819,text
Mar012006_05B2203,7,22569,text
Mar012006_06B2203,11,35705,text
Mar012006_07B2203,9,23885,text
Mar012006_08B2203,7,18548,text
Mar022012_01B2203,2,3898,text
Mar032006_01B2203,5,12982,text
Mar032006_02B2203,7,21067,text
Mar032006_03B2203,2,3195,text
Mar032008_01B2203,17,16693,text
Mar032009_01B2203,2,3715,text
Mar032009_02B2203,12,31915,text
Mar032009_03B2203,7,16373,text
